;4003034;CEBOLLA SECA AMARILLA;Primera;Grande;kg;1154;1%;
;4003035;CEBOLLA SECA AMARILLA;Primera;Mediana;kg;1030;1%;
;4003004;CEBOLLA SECA MORADA;;;kg;2268;1%;
;4003005;CEBOLLA TRENZA AMARILLA;;;kg;1154;1%;
;4003030;CEBOLLINO;;;rollo 0,7 a 1 kg;1890;1%;
;4003006;CEBOLLINO;;;rollo 200 a 300 g;378;1%;
;4002047;CHAYOTE COCORO;;;kg;756;1%;
;4002048;CHAYOTE SAZÓN BLANCO;;;und;336;1%;
;4002045;CHAYOTE TIERNO CRIOLLO;;;und;503;1%;
;4002068;CHAYOTE TIERNO QUELITE;;;und;162;1%;
;4003007;CHILE DULCE ;Especial;;und;561;1%;
;4004001;CHILE DULCE ;Primera;Grande;und;448;1%;
;4004002;CHILE DULCE ;Primera ;Mediano;und;310;1%;
;4002049;CHILE JALAPEÑO;;;kg;2268;1%;
;4002050;CHILE PANAMEÑO;;;kg;3024;1%;
;4001072;CIRUELA;;;kg;3780;13%;
;4001113;CIRUELA;;;und;540;13%;
;4001011;COCO;;;und;756;1%;
;4004004;COLIFLOR;;;und;1294;13%;
;4003026;CUBACES ;Secos;;kg;2320;1%;
;4003027;CUBACES ;Tiernos;;kg;4838;1%;
;4004005;CULANTRO CASTILLA;;rollo 75 a 100 g;rollo;302;1%;
;4004006;CULANTRO COYOTE;;rollo 30 a 50 g;rollo;76;1%;
;4005003;CULANTRO CASTILLA;;;rollo 700 g;2419;1%;
;4002070;ELOTE;Dulce;;bandeja 800 g;2646;1%;
;4002075;ELOTE;Dulce;;und;529;1%;
;4002015;ELOTE;Tierno;;und;227;1%;
;4002052;ENELDO;;;rollo 100 g;453;13%;
;4002053;ESCALOPINES;Mini;;kg;3629;13%;
;4002054;ESPARRAGOS;;;rollo 450 g;5292;13%;
;4004007;ESPINACA;;;rollo 200-300 g;378;13%;
;4002055;ESTRAGÓN ;;;rollito 50 g;529;13%;
;4001134;FRESA ;;Grande;kg;3326;13%;
;4001106;FRESA ;;;canasta 400 g;1814;13%;
;4003021;FRIJOL BLANCO;;;kg;2117;1%;
;4003014;FRIJOL NACIDO;;;kg;6804;1%;
;4003023;FRIJOL NACIDO;;;paquete;1361;1%;
;4003008;FRIJOL TIERNO;;;kg;2268;1%;
;4001013;GRANADILLA;;;und;302;13%;
;4001014;GUANABANA ;;;kg;3024;13%;
;4001064;GUAYABA ;Taiwanesa;;kg;2117;13%;
;4001174;GUAYABA ;Taiwanesa;(130 - 250 g);und;407;13%;
;4001175;GUAYABA ;Taiwanesa; (251 - 360 g);und;662;13%;
;4001176;GUAYABA ;Taiwanesa;(Más de 360 g);und;785;13%;
;4001097;GUINEO ;Negro;;und;90;1%;
;4002056;HIERBABUENA;;;rollito 50 g;378;1%;
;4001077;HIGOS;;;kg;1680;13%;
;4002057;HINOJO ;;;500 g;2419;13%;
;4004023;HONGOS ;Crimini;300 g;caja;2722;13%;
;4003025;HONGOS ;Portobelo;300 g;caja;3326;13%;
;4003024;HONGOS ;Blanco;;  ;1966;13%;
;4002016;JENGIBRE;;;kg;1512;1%;
;4001086;KIWI ;;;kg;3780;13%;
;4004029;LECHUGA ;En Hoja;;kg;2239;13%;
;4002017;LECHUGA ;Americana;;und;378;13%;
;4003015;LECHUGA ;Escarola;;und;378;13%;
;4003016;LECHUGA ;Lolorosa;;und;378;13%;
;4003017;LECHUGA ;Radicccio;;und;503;13%;
;4003018;LECHUGA ;Romana;;und;378;13%;
;4001015;LIMÓN;Ácido mesino;;und;227;1%;
;4001016;LIMÓN;Dulce;;und;227;13%;
;4001017;LIMÓN;Mandarina;;und;227;1%;
;4001112;MANDARINA ;Clementina;;kg;3326;13%;
;4001080;MANDARINA ;Clementina;;und;555;13%;
;4001018;MANDARINA ;Dulce;;und;302;13%;
;4001140;MANGA;Cavallini;Grande;kg;605;1%;
;4001141;MANGA;Cavallini;Grande;und;354;1%;
;4001148;MANGA;Keitt;Grande;kg;519;1%;
;4001149;MANGA;Keitt;Grande;und;304;1%;
;4001142;MANGA;Tommy;Grande;kg;605;1%;
;4001143;MANGA;Tommy;Grande;und;354;1%;
;4001021;MANGA;;Grande;kg;576;1%;
;4001062;MANGA;;Grande;und;337;1%;
;4001057;MANGA;200 a 350 g;Pequeña;kg;561;1%;
;4001129;MANGA;200 a 350 g;Pequeña;und;180;1%;
;4001022;MANZANA ;Gala ; Caja 100 und;und;332;1%;
;4001023;MANZANA ;Gala ;Caja 113 und;und;294;1%;
;4001024;MANZANA ;Gala ; Caja 150 und;und;201;1%;
;4001028;MANZANA ;Gala ; Caja 20 kg;kg;1663;1%;
;4001026;MANZANA ;Gala ; Caja 80 und;und;454;1%;
;4001027;MANZANA ;Gala ; Caja 88 und;und;378;1%;
;4001025;MANZANA ;Gala ; Caja 198 und;und;168;1%;
;4001137;MANZANA ;Golden ; Caja 80 und;und;529;1%;
;4001093;MANZANA ;Golden ; Caja 20 kg;kg;2117;1%;
;4001037;MANZANA ;Roja ; Caja 88 und;und;429;1%;
;4001035;MANZANA ;Roja ; Caja 163 und;und;231;1%;
;4001094;MANZANA ;Roja ; Caja 20 kg;kg;1890;1%;
;4001034;MANZANA ;Roja ;Caja 150 und;und;253;1%;
;4001036;MANZANA ;Roja ; Caja 80 und;und;473;1%;
;4001119;MANZANA ;Roja ; Caja 100 und;und;378;1%;
;4001099;MANZANA ;Verde;;kg;1890;1%;
;4001088;MANZANA ;Verde; Caja 80 und;und;426;1%;
;4001039;MARACUYÁ;;;kg;1814;13%;
;4001040;MELOCOTÓN;;;kg;3326;13%;
;4001116;MELOCOTÓN;;;und;475;13%;
;4001100;MELÓN ;Cantaloupe;;kg;907;1%;
;4001041;MORA;;;kg;2570;13%;
;4004024;MOSTAZA CHINA ;;; rollo 500- 700 g;756;13%;
;4001082;NARANJA ;Importada;;kg;2419;13%;
;4001117;NARANJA ;Importada;;und;806;13%;
;4001042;NARANJA;Dulce;;und;181;13%;
;4001055;NARANJILLA;;;kg;2268;1%;
;4001101;NECTARINA;;;kg;3326;13%;
;4001083;NECTARINA;;;und;475;13%;
;4002030;ÑAMPÍ;;;kg;1512;1%;
;4002063;ORÉGANO;;rollo 5 rollitos;rollo 100 a 200 g;756;1%;
;4002069;PALMITO;;;kg;3629;13%;
;4002065;PAPA AMARILLA;;;kg;835;1%;
;4004022;PAPA BLANCA;Primera;;kg;739;1%;
;4004008;PAPA ;Especial;;kg;823;1%;
;4004087;PAPA ;Roja ;;kg;605;1%;
;4002064;PAPA ;Semilla;;kg;605;1%;
;4001095;PAPAYA;Hibrida;;kg;680;1%;
;4001091;PAPAYA;Verde;;kg;392;1%;
;4001045;PEJIBAYE;;;kg;2359;1%;
;4002020;PEPINO;;;kg;605;1%;
;4001102;PERA;;;kg;2041;13%;
;4001046;PERA;;80-88  und;und;485;13%;
;4004019;PEREJIL;;;rollo 100 g;756;1%;
;4001047;PIÑA ;;Grande;und;1814;1%;
;4001048;PIÑA ;;Mediana;und;1512;1%;
;4002021;PLÁTANO ;Maduro;;und;348;1%;
;4002022;PLÁTANO ;Verde;;und;348;1%;
;4002023;PUERRO;;;und;756;13%;
;4004026;RABANITO;;350 g;rollo;378;1%;
;4004027;RABANO/NABO;;500 g;rollo;454;1%;
;4002024;REMOLACHA;;;und;454;1%;
;4004010;REPOLLO ;Morado;;kg;907;13%;
;4004011;REPOLLO ;Verde;;kg;472;1%;
;4003019;ROMERO;;rollo de 5 rollitos;rollo de 250 g;1890;13%;
;4001107;SANDÍA;;Grande (más de 4,0 kg) ;kg;832;1%;
;4001108;SANDÍA;;Mediana (2,6 a 4,0 kg);kg;529;1%;
;4002060;TACACO ;;;kg;2268;1%;
;4002090;TACACO ;;;und;85;1%;
;4001051;TAMARINDO;;;kg;3024;1%;
;4002066;TIQUISQUE;Lila;;kg;2419;1%;
;4001092;TOMATE;Cherry;;kg;2419;1%;
;4001096;TOMATE;Primera;Grande;kg;2542;1%;
;4001103;TOMATE;Segunda;Mediano;kg;2499;1%;
;4001104;TOMATE;Tercera;Pequeño;kg;1774;1%;
;4001177;TOMATE;Acorazado;Grande;kg;2542;1%;
;4001180;TOMATE;Acorazado;Mediano;kg;2439;1%;
;4003020;TOMILLO;;rollo de 5 rollitos;rollo 150 a 200 g;756;1%;
;4001105;UVA ;Globo/roja;;kg;3319;13%;
;4001089;UVA ;Verde;;kg;5532;13%;
;4002026;VAINICA;;;kg;1814;1%;
;4002061;VEGETALES ;Mixtos;;500 g;1512;13%;
;4002027;YUCA ;Parafinada;;kg;756;1%;
;4002062;ZANAHORIA;Mini;;500 g;1512;1%;
;4004015;ZANAHORIA;Primera;;kg;671;1%;
;4002028;ZAPALLO;;;und;336;13%;
;4002059;ZUCCHINI;Baby;;500 g;1814;13%;
;4002029;ZUCCHINI;;;und;756;13%;
